Path,Current_Day_Fire_Count,Ground_Truth,"Group VIIRS band M11, VIIRS band I2, VIIRS band I1, NDVI, EVI2, total precipitation, wind speed, wind direction, minimum temperature, maximum temperature, energy release component, specific humidity, slope, aspect, elevation, Palmer drought severity index, landcover class, forecast total precipitation, forecast wind speed, forecast wind direction, forecast temperature, forecast specific humidity, current active fires_GeminiResponse"
"PNGs\2021\fire_25411006\2021-10-01_lnglat_(-115.04290588112657, 44.69872012295532)\active fires_range(0.0,2054.0)_fc(28).png",28,Larger Active Fire,"Smaller Active Fire. There is a small amount of active fire currently, and the forecast predicts a decrease in temperature and an increase in precipitation. These conditions would reduce fire risk, leading to a smaller active fire."
"PNGs\2019\fire_23410594\2019-11-01_lnglat_(-122.7686129844284, 38.68412549530799)\active fires_range(0.0,954.0)_fc(4).png",4,No Active Fire,"Smaller Active Fire. The predicted total precipitation is low, but the wind speed is also low and the temperature is increasing. This means that the fire might not spread as fast, and might stay in a smaller area. "
"PNGs\2020\fire_24333279\2020-08-29_lnglat_(-107.01818811466386, 45.66929343427405)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire. The forecast shows a small amount of precipitation, a decrease in wind speed and direction, and a decrease in maximum temperature. There is also no current active fire in the area. These factors indicate a decrease in fire risk."
"PNGs\2020\fire_24332746\2020-08-14_lnglat_(-122.23290167483688, 37.1440240679384)\active fires_range(0.0,0.0)_fc(0).png",0,New Active Fire,"No New Active Fire   The forecast wind speed (0.5038883 to 8.243845) and wind direction (-86.20408 to 37.732594) are both higher than the current day. The forecast temperature (16.54963 to 27.100964) is also higher than the current day.  The forecast precipitation is 0.5625 to 3.5625 which is a relatively low amount and while higher than zero, is unlikely to decrease the fire danger significantly. The forecast specific humidity (0.0070867552 to 0.009932621) is higher than the current day, which indicates an increase in moisture.  All of these factors suggest that while it is likely that the conditions will be favorable for a fire, the current active fires are likely to be extinguished by the forecast precipitation and the slightly increased humidity.  With no current active fires, and a more humid day in the forecast, it is unlikely that new active fires will occur. "
"PNGs\2020\fire_24463187\2020-08-28_lnglat_(-106.83562177307978, 47.32498806283479)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire. The VIIRS band M11 indicates that there are no active fires, and none of the other factors point to a potential for a fire in the area. The temperature will remain mild, and precipitation is predicted.  Even though the wind speed and direction indicate the possibility of fire spread, the lack of any active fires makes this unlikely. "
"PNGs\2019\fire_23159862\2019-08-22_lnglat_(-111.82916204420995, 40.07586782323453)\active fires_range(0.0,1024.0)_fc(141).png",141,No Active Fire,"Smaller Active Fire. There is currently one active fire in the area, and the forecast predicts a moderate amount of rainfall (0.0 to 4.625) and lower wind speed (0.3525124 to 4.643458). The wind speed is lower than what was observed that day. This suggests a decrease in the fire activity for the next day."
"PNGs\2018\fire_21890024\2018-07-24_lnglat_(-114.05661649955887, 43.54010437360627)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire. There are no current active fires, but it is predicted that the wind speed will be lower and precipitation will be higher than in the previous day, making it less likely for a fire to start."
"PNGs\2019\fire_23036877\2019-07-31_lnglat_(-115.64007431552714, 42.2615979523051)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire.  There are no current active fires, and the forecast for precipitation is 0.125 to 9.0.  That is a significant amount of precipitation, which would put out any fires that may start."
"PNGs\2021\fire_25295089\2021-07-07_lnglat_(-122.66645243646045, 43.28145795456338)\active fires_range(0.0,2106.0)_fc(84).png",84,Larger Active Fire,"Smaller Active Fire. The forecast wind speed is slightly lower and forecast specific humidity is higher, both of which would contribute to smaller active fires. The forecast temperature is slightly higher, which would contribute to larger active fires, but the effects of wind speed and specific humidity seem to outweigh the temperature effect."
"PNGs\2020\fire_24191419\2020-07-18_lnglat_(-111.34114096240756, 34.04009066485863)\active fires_range(0.0,2000.0)_fc(23).png",23,Larger Active Fire,"Smaller Active Fire. The forecast shows the potential for a smaller active fire. The increase in precipitation (though low) could dampen the fuel load and make a large fire less likely. The wind speed is also predicted to be lower. While the forecast temperature is higher, the wind speed will moderate the heat intensity. However, the maximum temperature is predicted to be lower. A smaller fire is still possible since the other conditions are favorable for a fire. There is already an active fire, so there will not be a new active fire."
"PNGs\2021\fire_25205362\2021-07-03_lnglat_(-108.84186187393551, 39.74240922038033)\active fires_range(0.0,912.0)_fc(6).png",6,No Active Fire,"Similar Active Fire.  The forecast temperature (yellow) is higher than the current temperature, which means it is going to be a hotter day. The specific humidity (purple) is expected to be lower, meaning the air is going to be drier. Both of these factors will increase the risk of fire, and the wind speed (green) is relatively low, so the fire would not spread quickly.  Therefore, the fire will likely be similar to the active fire on the previous day. "
"PNGs\2019\fire_23160475\2019-08-12_lnglat_(-118.48686415923841, 47.97097576444181)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire.   There are no current active fires and the forecast suggests the wind speed will be low and there will be some rain (forecast total precipitation) which should decrease the risk of a fire starting.  Even though the forecast temperature will be high, the rain should keep fuels from becoming too dry. "
"PNGs\2019\fire_23036806\2019-07-20_lnglat_(-119.69456076085018, 46.47321921214271)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire.   - There are no current active fires. - Forecast precipitation is low, indicating dry conditions, which increases fire risk. - Forecast wind speed is moderate, which can spread a fire. - Forecast temperature is warm, also increasing fire risk. - Overall, while the conditions are right for a fire to start, there is no fire currently."
"PNGs\2020\fire_24333293\2020-08-26_lnglat_(-103.45350351555433, 41.65438135222368)\active fires_range(0.0,0.0)_fc(0).png",0,New Active Fire,"No New Active Fire.  The current active fire map shows no active fires. The forecast wind speed is low and wind direction is shifting but is not expected to increase fire risk. There is very little precipitation forecast and the forecast temperature is slightly higher, but the specific humidity forecast is high enough to counter the increased fire risk. "
"PNGs\2019\fire_23036559\2019-07-22_lnglat_(-112.44018019700813, 34.28358820544233)\active fires_range(0.0,1006.0)_fc(4).png",4,No Active Fire,"Similar Active Fire.  - There is currently an active fire. - The forecast total precipitation shows high amounts of precipitation which will help to reduce the fire danger. - The forecast wind speed is relatively low which will help to slow down the fire spread. - The forecast wind direction shows the wind blowing from the North-Northeast direction, which is away from the current active fire. - The forecast temperature is relatively high which could increase the fire risk, but the high precipitation levels should be able to offset this. - The forecast specific humidity is relatively low which could increase the fire risk, but again the high precipitation levels should be able to offset this.  Based on the forecast variables, there is a likelihood of rain which will reduce the intensity of the fire. The wind is also low and blowing away from the active fire, further reducing the chances of fire spreading. So the most likely outcome is that the active fire will be of similar intensity the next day."
"PNGs\2019\fire_23159838\2019-08-08_lnglat_(-115.33490700945245, 42.509773181024876)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No Active Fire.   The current active fire image shows no fire pixels. The forecast for total precipitation is moderate. The forecast for wind speed is low and wind direction is somewhat variable. The forecast for temperature is moderate. The forecast for specific humidity is low. All of this points to a lower fire risk, so it is likely there will be no new fires the following day. "
"PNGs\2019\fire_23300741\2019-09-06_lnglat_(-111.97238065891116, 33.97821074680577)\active fires_range(0.0,2024.0)_fc(82).png",82,Smaller Active Fire,"Smaller Active Fire.   The forecast shows increased precipitation which would help reduce the number of fires, and the forecast wind speed is predicted to be lower, which also means that fires are less likely to spread. The current active fires map shows many active fires, so it is likely that the next day will have fewer fires. "
"PNGs\2020\fire_24332922\2020-08-26_lnglat_(-115.396220739204, 45.247876298116694)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire. The forecast for total precipitation shows light rain, which can reduce fire risk. The forecast for wind speed is relatively low. The forecast for temperature is also relatively low. The combination of light rain, low wind speed and relatively low temperature will likely prevent any new fires from starting."
"PNGs\2021\fire_25295923\2021-07-09_lnglat_(-107.7159951214983, 46.25922856687696)\active fires_range(0.0,1848.0)_fc(192).png",192,Smaller Active Fire,"Smaller Active Fire.   The forecast total precipitation is very low, indicating that the fuels will likely dry out. The forecast wind speed is relatively low, suggesting that the wind will not significantly contribute to fire spread. The forecast wind direction will change, but this will not necessarily cause the fire to spread significantly. The forecast temperature is relatively high, which could contribute to fire activity. These factors suggest that the next day may see a similar active fire or a slightly smaller active fire, depending on how effectively the current active fire is managed.  The forecast specific humidity is relatively low, suggesting that the air will be dry, which could exacerbate fire conditions. Overall, these factors suggest that the next day may see a similar active fire or a slightly smaller active fire."
"PNGs\2020\fire_24695758\2020-11-25_lnglat_(-118.64685290649082, 43.84387399587413)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire.   Here's why:  - The current active fires image shows no active fire. - The forecast total precipitation shows a light amount of precipitation, which will likely reduce the fire risk. - The forecast wind speed shows a light wind, which also reduces the risk of fires spreading. - The forecast wind direction shows a moderate wind direction, which will not be strong enough to create new fires. - The forecast temperature shows a mild temperature, which also reduces the risk of fire. - The forecast specific humidity shows a moderate specific humidity, which suggests a slightly dryer air and increase fire risk, but not enough to spark new fires.  Overall, while there is a slight risk of fire, the forecast variables suggest that it is unlikely that there will be new fires."
"PNGs\2021\fire_25295869\2021-07-26_lnglat_(-111.67383826016501, 47.113572921679335)\active fires_range(0.0,2006.0)_fc(357).png",357,Smaller Active Fire,"Smaller Active Fire. The current active fires are small, and the forecast wind speed is low.  The forecast temperature and specific humidity suggest conditions are relatively humid, which can help slow down the spread of fires."
"PNGs\2020\fire_24025610\2020-05-26_lnglat_(-111.2985864607213, 33.38502210401257)\active fires_range(0.0,1012.0)_fc(11).png",11,Smaller Active Fire,"Smaller Active Fire. The current active fires show more yellow than purple, which means that there is a lot of fires currently burning. The forecast specific humidity is more yellow than purple, which means that the humidity will be low. The forecast temperature is also more yellow than purple, which means that the temperature will be high. These all suggest that the fire will continue to burn and spread, but the forecast total precipitation is more yellow than purple, which means that there will be a lot of precipitation. With the combination of low humidity, high temperature and high precipitation, the fire will likely be put out and the active fires will be reduced."
"PNGs\2021\fire_25295837\2021-08-20_lnglat_(-116.2219766960652, 48.335340415265534)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire. There are no current active fires, and the forecast for the next day shows no precipitation, minimal wind speed, and a mild temperature.  This suggests low fire risk, making it unlikely for new fires to start."
"PNGs\2021\fire_25204858\2021-06-02_lnglat_(-111.79989968598849, 35.51948386556882)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire.  There are currently no active fires, and the forecast suggests that there is no rain (total precipitation) and a low humidity (specific humidity). Though, the temperature (forecast temperature) is going to be warmer, which may increase the chances of new fires starting, there is a low chance of this happening with no current active fires. "
"PNGs\2018\fire_21890058\2018-07-23_lnglat_(-116.45610431519688, 42.169549244398)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire.  - There are no current active fires. - The predicted precipitation for the next day is 0.1875 to 16.75, this indicates a chance of rain. - The forecast temperature is between 22.365255 and 30.187654. Even though the temperature is relatively high, the forecast precipitation suggests that the area will not be as dry as it is currently. - The predicted specific humidity is 0.005354358 to 0.007610958, which indicates that the air will be relatively moist.  Overall, these factors suggest that the likelihood of a new fire starting is low because the area will likely see some rain."
"PNGs\2021\fire_25295937\2021-08-01_lnglat_(-106.86567525644737, 45.77745116249163)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire. The current active fires map shows that there are no fires currently burning. The forecast wind speeds and directions are moderate, and the forecast temperature is only slightly elevated. With no rain predicted, the forest may dry, but these conditions don't suggest a new fire."
"PNGs\2021\fire_25548182\2021-09-13_lnglat_(-121.18846164057139, 46.94032086976767)\active fires_range(0.0,2130.0)_fc(27).png",27,Larger Active Fire,Smaller Active Fire. The current active fires are predicted to be smaller due to the fact that there is a forecast for rain in the future period. This is indicated by the forecast total precipitation image.
